#Tree ,MAE,RMSE,Correlation coefficient
8,18.592630095191225,23.657740880630445,0.08139680879358607
9,17.61314378814494,22.320751955349085,0.2297065235042117
10,19.002318638406308,23.703134276418567,0.11969090017645692
11,17.70669579138698,22.56973238074045,0.20621555001084918
12,17.09792655301599,21.837951294744677,0.29737357762939415
13,16.81715861822599,21.358449484624224,0.3731672912769438
14,17.170362861094503,21.725543779506705,0.3200735267731431
15,17.696232109384628,22.199996397679598,0.2603969564729597
16,17.8618191371944,22.267330157886573,0.27947106689335355
17,18.226445882606427,22.546978062032295,0.2812541326447643
18,18.005377546713078,22.284491681088056,0.3371121985496673
19,17.90653829857043,22.110699792617357,0.35036150472484345
20,17.916018876420015,21.957411429000196,0.38434727692817694
21,17.922074043634026,21.87121942685937,0.4224695724695024
22,17.430026356033782,21.18696359802243,0.4996369137130962
23,17.71857437952862,21.346615543549536,0.4894868925011118
24,17.492069545422368,21.39737112394884,0.449706450556661
25,17.80339518490922,21.679610439011746,0.4386173402218173
26,17.4809848378625,21.339900011523664,0.4707356909728069
27,17.33523014416789,21.275800602648417,0.47366817999039873
28,17.26636512599139,21.108374949016977,0.4842082116927995
29,17.403768686338868,21.131806977514348,0.50438045159612
30,16.972058273260107,20.73525134997929,0.5306374284291436
31,16.798739888687397,20.65197363693162,0.5246777639353754
32,16.689988906292218,20.37914317044211,0.5614917695394921
33,16.493712047102136,20.29914846224069,0.5343943824873503
34,16.70488230902224,20.47365751209146,0.531244865032206
35,16.825746926022205,20.515790602564092,0.5359328930614969
36,16.82826615435254,20.56179238772903,0.5321066473135592
37,16.99128470968408,20.688768500406063,0.5326117625493714
38,17.09635042238829,20.646582040353774,0.5446923965863715
39,17.192998432182847,20.683148929635944,0.5531219484549327
40,17.26317081067159,20.66977760170068,0.5731552587494356
41,17.329716980801756,20.625354153713634,0.5859909671150412
42,17.064555643623496,20.257544609701135,0.6215950772459362
43,16.807279180972273,20.128647477424437,0.6146498020308601
44,16.563129988048605,20.100519895857836,0.5909049850441488
45,16.459622232421353,20.110299678687007,0.5670886536063889
46,16.535454063472073,20.11655714264479,0.5814612228505216
47,16.580951235483045,20.214704555435752,0.571147491009575
48,16.49808833457886,20.048758905149477,0.5904035202712351
49,16.19076039488296,19.745943987749875,0.6062739661016183
50,16.23201252705265,19.734900347411234,0.6202992575151189
51,16.403643817874517,19.91292757649016,0.6112605599853664
52,16.43928109344083,19.892970957448348,0.6267952833569375
53,16.517112631242522,19.89157584221432,0.629443390597191
54,16.602815265796156,19.91082561211494,0.6308619701189091
55,16.395545542676892,19.781604878007876,0.6285126834348623
56,16.46658685063921,19.998482241076054,0.5919601344932212
57,16.50923400215204,20.074630512202265,0.5909505080038806
58,16.49387462704,19.96149958503522,0.6084722249504207
59,16.57444039398556,19.98709226866482,0.6110614842414477
60,16.454480718902364,19.966720996684522,0.598639954409173
61,16.623838062476842,20.11360077433321,0.5925007845962091
62,16.634733943986074,20.131365028312324,0.5909442249142247
63,16.772682203513664,20.247758317873338,0.5877335679366676
64,16.61551826955836,20.20767446419219,0.5738363759665154
65,16.763004546926442,20.251723056335173,0.5842085175345128
66,16.85556929857788,20.290374945640984,0.5834333905375163
67,16.88725757206964,20.279539125463874,0.5863252859176231
68,16.878577870108387,20.220365017463713,0.5986142193070463
69,16.784981599413893,20.16799828399309,0.5961380276870952
70,16.572239892226015,19.963539483151674,0.608914307646813
71,16.609081825285934,19.922051485676466,0.6192546573407536
72,16.643389159247146,19.94106678807045,0.6181490915816712
73,16.698835164430886,19.946279856474007,0.6224542480570626
74,16.610878722743067,19.875189419951514,0.624546663017394
75,16.471840910344188,19.750584317406766,0.6287833685863389
76,16.328357362634094,19.57184198798944,0.6424866032635653
77,16.432652846426706,19.624707139134447,0.6494292054727294
78,16.48721835567829,19.628050069853288,0.652612157973543
79,16.382065417988105,19.601845409482802,0.643539877921619
80,16.395536389734392,19.675654529067796,0.6292771960516559
81,16.447613182623556,19.67621998691543,0.6335291519905807
82,16.554083701541693,19.73234972124994,0.6368358954963408
83,16.6562397875817,19.768807688343326,0.6419500929846336
84,16.554771974113915,19.726246279324283,0.6346954304265358
85,16.297790123449563,19.598307487174548,0.6241649711058551
86,16.34496755585882,19.674710545788752,0.6097652022999227
87,16.359646084639493,19.721610309026033,0.5939448326257616
88,16.27989219092607,19.6527798468562,0.5929619660447991
89,16.199685991073416,19.551873765351903,0.6020106451904714
90,16.17597825526754,19.520272064568022,0.6108919459794937
91,16.127291846094252,19.512091614293386,0.6003215124386666
92,16.124268070665337,19.510112529367145,0.5960519823813297
93,16.149648039159757,19.503893055039146,0.6005703456818199
94,16.086591761239657,19.47926408089171,0.5908779804383323
95,16.004470192542847,19.398745874454193,0.596278225175377
96,16.05424409268524,19.444772801670684,0.5823939168771826
97,15.980138859633286,19.36305343813113,0.5833857623150487
98,15.986170034345214,19.30469961854634,0.5860870499291341
99,15.972379636602588,19.26188059616332,0.5861441451722715
